000000B4, VCU_wheelSpeed_RL, 0.0
000000B4, VCU_wheelSpeed_RR, 0.0
000000E2, RLSpeedKPH, 0.0
000000E2, RRSpeedKPH, 0.0
000000E2, FLSpeedKPH, 0.0
000000E2, FRSpeedKPH, 0.0
000000E2, TCTorqueMax, 3.392
000000E2, TCLeftSlip, -0.999
000000E2, TCRightSlip, -0.999
000000E2, TCTorqueAdjustment, 0.0
000000E2, TCTorqueMax, 0.768
000000E2, TCLeftSlip, -0.012
000000E2, TCRightSlip, -0.003
000000E2, TCTorqueAdjustment, 0.0
000000E2, TCTorqueMax, 0.257
000000E2, TCLeftSlip, 0.042
000000E2, TCRightSlip, 0.0
000000E2, TCTorqueAdjustment, 0.0
000000E2, TCTorqueMax, 0.258
000000E2, TCLeftSlip, -0.024
000000E2, TCRightSlip, -0.003
000000E2, TCTorqueAdjustment, 0.0
000000E2, TCTorqueMax, 0.259
000000E2, TCLeftSlip, 0.093
000000E2, TCRightSlip, 0.0
000000E2, TCTorqueAdjustment, 0.0
000000E2, TCTorqueMax, 0.519
000000E2, TCLeftSlip, 0.0
000000E2, TCRightSlip, 0.0
000000E2, TCTorqueAdjustment, 0.0
000000E2, VoltageBusHV, 0.01
000000E2, VoltageCellMax, 0.0
000000E2, VoltageCellMin, 0.0
000000E2, CurrentBusHV, 0.0
000000E3, VCU_wheelSpeed_RL, 0.0
000000E3, VCU_wheelSpeed_RR, 0.0
000000E3, AMS_PackVoltage, 0.0
000000E3, RLSpeedKPH, 0.0
000000E3, RRSpeedKPH, 0.0
000000E3, FLSpeedKPH, 0.0
000000E3, FRSpeedKPH, 0.0
000000E3, TCTorqueMax, 3.392
000000E3, TCLeftSlip, -0.999
000000E3, TCRightSlip, -0.999
000000E3, TCTorqueAdjustment, 0.0
000000E5, TCTorqueMax, 1.024
000000E5, TCLeftSlip, 0.003
000000E5, TCRightSlip, 0.0
000000E5, TCTorqueAdjustment, 0.0
00000114, FL_WheelDistance, 0
00000114, FL_Speed_RAD_S, 0.0
00000114, StateBatteryChargeHV, 0.0
00000114, StateBatteryHealthHV, 0.0
00000114, StateBatteryPowerHV, 331.90000000000003
00000114, TempCellMax, 156.0
00000114, TempCellMin, 55.0
00000114, StateBMS, Wait_System_Up
00000114, HighestTempThermistor, 0
00000114, BMU_checkFailed, BSPD_FAILED
00000114, BMU_InterlockInitialized, 0
00000114, VoltageCellMuxSelect, 4
00000114, VoltageCell13, 3.871
00000114, VoltageCell14, 3.8720000000000003
00000114, VoltageCell15, 3.8729
00000114, AdjustedVoltageCellMuxSelect, 4
00000114, AdjustedVoltageCell13, 3.871
00000114, AdjustedVoltageCell14, 3.8720000000000003
00000114, AdjustedVoltageCell15, 3.8729
00000114, AdjustedVoltageCellMuxSelect, 7
00000114, AdjustedVoltageCell22, 0.00030000000000000003
00000114, AdjustedVoltageCell23, 0.0
00000114, AdjustedVoltageCell24, 0.0
00000114, TempChannelMuxSelect, 4
00000114, TempChannel13, 0.0
00000114, TempChannel14, 0.0
00000114, TempChannel15, 21.210000000000008
00000115, TempChannelMuxSelect, 0
