0000006E, VoltageBusHV, 0.0
0000006E, VoltageCellMax, 0.0
0000006E, VoltageCellMin, 0.0
0000006E, CurrentBusHV, 0.0
00000070, BMU_checkFailed, BSPD_FAILED
00000070, BMU_InterlockInitialized, 0
0000009B, VoltageCellMuxSelect, 2
0000009B, VoltageCell07, 3.5
0000009B, VoltageCell08, 3.5
0000009B, VoltageCell09, 3.5
0000009B, VCU_wheelSpeed_RL, 0.0
0000009B, VCU_wheelSpeed_RR, 0.0
0000009B, AMS_PackVoltage, 0.0
0000009B, AdjustedVoltageCellMuxSelect, 2
0000009B, AdjustedVoltageCell07, 0.0
0000009B, AdjustedVoltageCell08, 0.0
0000009B, AdjustedVoltageCell09, 0.0
0000009B, RLSpeedKPH, 0.0
0000009B, RRSpeedKPH, 0.0
0000009B, FLSpeedKPH, 0.0
0000009B, FRSpeedKPH, 0.0
0000009B, TempChannelMuxSelect, 2
0000009B, TempChannel07, 0.0
0000009B, TempChannel08, 0.0
0000009B, TempChannel09, 0.0
0000009B, TCTorqueMax, 3.392
0000009B, TCLeftSlip, -0.999
0000009B, TCRightSlip, -0.999
0000009B, TCTorqueAdjustment, 0.0
0000009B, BrakeTempRear, 14.120000000000005
0000009B, BrakeTempRearAccuracy, 0
0000009C, IVT_MsgID_RX, 191
0000009C, IVT_respByte1, 4
0000009C, IVT_respByte2, 17
0000009C, IVT_respByte3, 0
0000009C, IVT_respByte4, 154
0000009C, IVT_respByte5, 208
0000009C, IVT_respByte6, 190
0000009C, IVT_respByte7, 0
0000009C, VCU_wheelSpeed_RL, 0.0
0000009C, VCU_wheelSpeed_RR, 0.0
0000009C, RLSpeedKPH, 0.0
0000009C, RRSpeedKPH, 0.0
0000009C, FLSpeedKPH, 0.0
0000009C, FRSpeedKPH, 0.0
0000009C, TCTorqueMax, 3.392
0000009C, TCLeftSlip, -0.999
0000009C, TCRightSlip, -0.999
0000009C, TCTorqueAdjustment, 0.0
000000CD, VoltageCellMuxSelect, 3
000000CD, VoltageCell10, 3.5
000000CD, VoltageCell11, 3.5
000000CD, VoltageCell12, 3.5
000000CE, AdjustedVoltageCellMuxSelect, 3
000000CE, AdjustedVoltageCell10, 0.0
000000CE, AdjustedVoltageCell11, 0.0
000000CE, AdjustedVoltageCell12, 0.0
000000CE, TempChannelMuxSelect, 3
000000CE, TempChannel10, 0.0
000000CE, TempChannel11, 0.0
000000CE, TempChannel12, 0.0
000000CE, IVT_MsgID_RX, 0
000000CE, IVT_MsgCount, 1
000000CE, IVT_Result_state, 0
000000CE, IVT_I, 0.006
000000CE, IVT_MsgID_RX, 7
000000CE, IVT_MsgCount, 1
000000CE, IVT_Result_state, 0
000000CE, IVT_Wh, 0
000000CE, ChannelCurrentRadiator, 0.201
000000CE, ChannelCurrentAccFan, 0.214
000000CE, ChannelCurrentPump1, 0.0
000000CE, ChannelCurrentPump2, 0.201
000000CE, ChannelCurrentAUX1, 0.0
000000CE, ChannelCurrentAUX2, 0.17400000000000002
000000CE, ChannelCurrentAUX3, 0.0
000000CE, ChannelCurrentAUX4, 0.17400000000000002
000000CF, ChannelCurrentBMU, 0.523
000000CF, ChannelCurrentCDU, 0.362
000000CF, ChannelCurrentTCU, 0.389
000000CF, ChannelCurrentWSB, 0.738
000000CF, ChannelCurrentBrakeLight, 0.0
000000CF, ChannelCurrentInverter, 0.0
000000CF, VCU_wheelSpeed_RL, 0.0
000000CF, VCU_wheelSpeed_RR, 0.0
000000CF, RLSpeedKPH, 0.0
000000CF, RRSpeedKPH, 0.0
000000CF, FLSpeedKPH, 0.0
000000CF, FRSpeedKPH, 0.0
000000CF, IVT_MsgID_RX, 0
000000CF, IVT_MsgCount, 2
000000CF, IVT_Result_state, 0
000000CF, IVT_I, 0.009000000000000001
000000CF, TCTorqueMax, 3.392
000000CF, TCLeftSlip, -0.999
000000CF, TCRightSlip, -0.999
000000CF, TCTorqueAdjustment, 0.0
000000CF, IVT_MsgID_RX, 0
000000CF, IVT_MsgCount, 3
000000CF, IVT_Result_state, 0
000000CF, IVT_I, 0.006
000000CF, IVT_MsgID_RX, 1
000000CF, IVT_MsgCount, 1
000000CF, IVT_Result_state, 0
000000CF, IVT_U1, -0.029
000000D0, IVT_MsgID_RX, 2
000000D0, IVT_MsgCount, 1
000000D0, IVT_Result_state, 0
000000D0, IVT_U2, 0.17200000000000001
000000D1, IVT_MsgID_RX, 3
000000D1, IVT_MsgCount, 1
000000D1, IVT_Result_state, 0
000000D1, IVT_U3, 0.016
000000FF, IVT_MsgID_RX, 7
000000FF, IVT_MsgCount, 2
000000FF, IVT_Result_state, 0
000000FF, IVT_Wh, 0
000000FF, BMU_checkFailed, BSPD_FAILED
000000FF, BMU_InterlockInitialized, 0
000000FF, VoltageCellMuxSelect, 4
000000FF, VoltageCell13, 3.5
000000FF, VoltageCell14, 3.5
000000FF, VoltageCell15, 3.5
000000FF, AdjustedVoltageCellMuxSelect, 4
000000FF, AdjustedVoltageCell13, 0.0
000000FF, AdjustedVoltageCell14, 0.0
000000FF, AdjustedVoltageCell15, 0.0
000000FF, VoltageBusHV, 0.0
000000FF, VoltageCellMax, 0.0
000000FF, VoltageCellMin, 0.0
000000FF, CurrentBusHV, 0.0
000000FF, BrakeTempRear, 14.299999999999983
000000FF, BrakeTempRearAccuracy, 0
000000FF, AMS_PackVoltage, 0.0
000000FF, VCU_wheelSpeed_RL, 0.0
000000FF, VCU_wheelSpeed_RR, 0.0
000000FF, TempChannelMuxSelect, 4
000000FF, TempChannel13, 0.0
000000FF, TempChannel14, 0.0
000000FF, TempChannel15, 0.0
00000100, RLSpeedKPH, 0.0
00000100, RRSpeedKPH, 0.0
00000100, FLSpeedKPH, 0.0
00000100, FRSpeedKPH, 0.0
00000100, TCTorqueMax, 3.392
00000100, TCLeftSlip, -0.999
00000100, TCRightSlip, -0.999
00000100, TCTorqueAdjustment, 0.0
00000100, IVT_MsgID_RX, 0
00000100, IVT_MsgCount, 4
00000100, IVT_Result_state, 0
00000100, IVT_I, 0.004
00000100, IVT_MsgID_RX, 7
00000100, IVT_MsgCount, 3
00000100, IVT_Result_state, 0
00000100, IVT_Wh, 0
00000104, IVT_MsgID_RX, 0
00000104, IVT_MsgCount, 5
00000104, IVT_Result_state, 0
00000104, IVT_I, 0.004
00000104, VCU_wheelSpeed_RL, 0.0
00000104, VCU_wheelSpeed_RR, 0.0
00000104, RLSpeedKPH, 0.0
00000104, RRSpeedKPH, 0.0
00000104, FLSpeedKPH, 0.0
00000104, FRSpeedKPH, 0.0
00000104, TCTorqueMax, 3.392
00000104, TCLeftSlip, -0.999
00000104, TCRightSlip, -0.999
00000104, TCTorqueAdjustment, 0.0
00000131, VoltageCellMuxSelect, 5
00000131, VoltageCell16, 3.8686000000000003
00000131, VoltageCell17, 3.8687
00000131, VoltageCell18, 3.9609
00000131, AdjustedVoltageCellMuxSelect, 5
00000131, AdjustedVoltageCell16, 0.0
00000131, AdjustedVoltageCell17, 0.0
00000131, AdjustedVoltageCell18, 0.0
00000131, IVT_MsgID_RX, 0
00000131, IVT_MsgCount, 6
00000131, IVT_Result_state, 0
00000131, IVT_I, 0.006
00000131, IVT_MsgID_RX, 1
00000131, IVT_MsgCount, 2
00000131, IVT_Result_state, 0
00000131, IVT_U1, -0.022
00000131, IVT_MsgID_RX, 2
00000131, IVT_MsgCount, 2
00000131, IVT_Result_state, 0
00000131, IVT_U2, 0.155
00000131, IVT_MsgID_RX, 3
00000131, IVT_MsgCount, 2
00000131, IVT_Result_state, 0
00000131, IVT_U3, 0.033
00000131, IVT_MsgID_RX, 7
00000131, IVT_MsgCount, 4
00000131, IVT_Result_state, 0
00000131, IVT_Wh, 0
00000131, TempChannelMuxSelect, 5
00000131, TempChannel16, 0.0
00000131, TempChannel17, 0.0
00000131, TempChannel18, 0.0
00000131, ChannelCurrentRadiator, 0.17400000000000002
00000131, ChannelCurrentAccFan, 0.214
00000131, ChannelCurrentPump1, 0.0
00000131, ChannelCurrentPump2, 0.214
00000132, ChannelCurrentAUX1, 0.0
00000132, ChannelCurrentAUX2, 0.214
00000132, ChannelCurrentAUX3, 0.0
00000132, ChannelCurrentAUX4, 0.214
00000132, ChannelCurrentBMU, 0.523
00000132, ChannelCurrentCDU, 0.34900000000000003
00000132, ChannelCurrentTCU, 0.389
00000132, ChannelCurrentWSB, 0.604
00000133, ChannelCurrentBrakeLight, 0.0
00000133, ChannelCurrentInverter, 0.0
00000133, IVT_MsgID_RX, 0
00000133, IVT_MsgCount, 7
00000133, IVT_Result_state, 0
00000133, IVT_I, -0.001
00000133, VCU_wheelSpeed_RL, 0.0
00000133, VCU_wheelSpeed_RR, 0.0
00000133, RLSpeedKPH, 0.0
00000133, RRSpeedKPH, 0.0
00000133, FLSpeedKPH, 0.0
00000133, FRSpeedKPH, 0.0
00000133, TCTorqueMax, 3.392
00000133, TCLeftSlip, -0.999
00000133, TCRightSlip, -0.999
00000133, TCTorqueAdjustment, 0.0
00000133, IVT_MsgID_RX, 7
00000133, IVT_MsgCount, 5
00000133, IVT_Result_state, 0
00000133, IVT_Wh, 0
00000134, StateBatteryChargeHV, 0.0
00000134, StateBatteryHealthHV, 0.0
00000134, StateBatteryPowerHV, 331.90000000000003
00000134, TempCellMax, 156.0
00000134, TempCellMin, 55.0
00000134, StateBMS, Wait_System_Up
00000134, HighestTempThermistor, 0
00000134, IVT_MsgID_RX, 0
