0.133, VCU_wheelSpeed_RL, 0.0
0.133, VCU_wheelSpeed_RR, 0.0
0.179, RLSpeedKPH, 0.0
0.179, RRSpeedKPH, 0.0
0.179, FLSpeedKPH, 0.0
0.179, FRSpeedKPH, 0.0
0.179, TCTorqueMax, 3.392
0.179, TCLeftSlip, -0.999
0.179, TCRightSlip, -0.999
0.179, TCTorqueAdjustment, 0.0
0.179, IVT_MsgID_RX, 191
0.179, IVT_respByte1, 4
0.179, IVT_respByte2, 17
0.179, IVT_respByte3, 0
0.179, IVT_respByte4, 154
0.179, IVT_respByte5, 208
0.179, IVT_respByte6, 190
0.179, IVT_respByte7, 0
0.179, VoltageCellMuxSelect, 3
0.179, VoltageCell10, 3.5
0.179, VoltageCell11, 3.5
0.179, VoltageCell12, 3.5
0.179, AdjustedVoltageCellMuxSelect, 3
0.179, AdjustedVoltageCell10, 0.0
0.179, AdjustedVoltageCell11, 0.0
0.179, AdjustedVoltageCell12, 0.0
0.179, TempChannelMuxSelect, 3
0.179, TempChannel10, 0.0
0.179, TempChannel11, 0.0
0.179, TempChannel12, 0.0
0.179, VCU_wheelSpeed_RL, 0.0
0.179, VCU_wheelSpeed_RR, 0.0
0.179, ChannelCurrentRadiator, 0.134
0.179, ChannelCurrentAccFan, 0.214
0.179, ChannelCurrentPump1, 0.0
0.179, ChannelCurrentPump2, 0.17400000000000002
0.179, ChannelCurrentAUX1, 0.0
0.179, ChannelCurrentAUX2, 0.214
0.179, ChannelCurrentAUX3, 0.0
0.179, ChannelCurrentAUX4, 0.214
0.179, RLSpeedKPH, 0.0
0.179, RRSpeedKPH, 0.0
0.179, FLSpeedKPH, 0.0
0.179, FRSpeedKPH, 0.0
0.179, ChannelCurrentBMU, 0.483
0.179, ChannelCurrentCDU, 0.389
0.179, ChannelCurrentTCU, 0.362
0.179, ChannelCurrentWSB, 0.711
0.179, ChannelCurrentBrakeLight, 0.0
0.179, ChannelCurrentInverter, 0.0
0.179, IVT_MsgID_RX, 0
0.179, IVT_MsgCount, 1
0.179, IVT_Result_state, 0
0.179, IVT_I, 0.002
0.179, IVT_MsgID_RX, 5
0.179, IVT_MsgCount, 1
0.179, IVT_Result_state, 0
0.179, IVT_W, 0
0.18, TCTorqueMax, 3.392
0.18, TCLeftSlip, -0.999
0.18, TCRightSlip, -0.999
0.18, TCTorqueAdjustment, 0.0
0.229, IVT_MsgID_RX, 7
0.229, IVT_MsgCount, 1
0.229, IVT_Result_state, 0
0.229, IVT_Wh, 0
0.229, IVT_MsgID_RX, 0
0.229, IVT_MsgCount, 2
0.229, IVT_Result_state, 0
0.229, IVT_I, 0.0
0.229, IVT_MsgID_RX, 5
0.229, IVT_MsgCount, 2
0.229, IVT_Result_state, 0
0.229, IVT_W, 0
0.229, VCU_wheelSpeed_RL, 0.0
0.229, VCU_wheelSpeed_RR, 0.0
0.229, RRSpeedKPH, 0.0
0.229, RRSpeedRPM, 0
0.229, RLSpeedKPH, 0.0
0.229, RRSpeedKPH, 0.0
0.229, FLSpeedKPH, 0.0
0.229, FRSpeedKPH, 0.0
0.229, RLSpeedKPH, 0.0
0.229, RLSpeedRPM, 0.0
0.229, TCTorqueMax, 3.392
0.229, TCLeftSlip, -0.999
0.229, TCRightSlip, -0.999
0.229, TCTorqueAdjustment, 0.0
0.229, VoltageBusHV, 0.0
0.229, VoltageCellMax, 0.0
0.229, VoltageCellMin, 0.0
0.229, CurrentBusHV, 0.0
0.229, IVT_MsgID_RX, 0
0.229, IVT_MsgCount, 3
0.229, IVT_Result_state, 0
0.229, IVT_I, 0.002
0.229, IVT_MsgID_RX, 1
0.229, IVT_MsgCount, 1
