0.864, ChannelCurrentRadiator, 0.187
0.864, ChannelCurrentAccFan, 0.228
0.864, ChannelCurrentPump1, 0.0
0.864, ChannelCurrentPump2, 0.214
0.905, ChannelCurrentAUX1, 0.0
0.905, ChannelCurrentAUX2, 0.161
0.905, ChannelCurrentAUX3, 0.0
0.905, ChannelCurrentAUX4, 0.201
0.905, ChannelCurrentBMU, 0.496
0.905, ChannelCurrentCDU, 0.362
0.905, ChannelCurrentTCU, 0.375
0.905, ChannelCurrentWSB, 0.765
0.905, ChannelCurrentBrakeLight, 0.0
0.905, ChannelCurrentInverter, 0.0
0.905, IVT_MsgID_RX, 0
0.905, IVT_MsgCount, 5
0.905, IVT_Result_state, 0
0.905, IVT_I, 0.001
0.905, IVT_MsgID_RX, 5
0.905, IVT_MsgCount, 5
0.905, IVT_Result_state, 0
0.905, IVT_W, 0
0.905, VCU_wheelSpeed_RL, 0.0
0.905, VCU_wheelSpeed_RR, 0.0
0.905, RLSpeedKPH, 0.0
0.905, RRSpeedKPH, 0.0
0.905, FLSpeedKPH, 0.0
0.905, FRSpeedKPH, 0.0
0.905, TCTorqueMax, 3.392
0.905, TCLeftSlip, -0.999
0.905, TCRightSlip, -0.999
0.905, TCTorqueAdjustment, 0.0
0.905, ThrottlePercent, 0
0.905, BrakePercent, 5
0.905, FrontBrakePressure, 15
0.905, SteeringAngle, -49
0.905, BrakeWhileThrottle, 0
0.905, IVT_MsgID_RX, 0
0.905, IVT_MsgCount, 6
0.905, IVT_Result_state, 0
0.905, IVT_I, -0.004
0.905, IVT_MsgID_RX, 5
0.905, IVT_MsgCount, 6
0.905, IVT_Result_state, 0
0.905, IVT_W, 0
0.905, IVT_MsgID_RX, 7
0.905, IVT_MsgCount, 9
0.905, IVT_Result_state, 0
0.905, IVT_Wh, 0
0.905, ThrottlePercent, 0
0.905, BrakePercent, 5
0.905, FrontBrakePressure, 13
0.905, SteeringAngle, -49
0.905, BrakeWhileThrottle, 0
0.905, StateBatteryChargeHV, 16.7
0.905, StateBatteryHealthHV, 0.0
0.905, StateBatteryPowerHV, 331.90000000000003
0.905, TempCellMax, 156.0
0.905, TempCellMin, 55.0
0.905, StateBMS, Wait_System_Up
