0.395, BMU_checkFailed, BSPD_FAILED
0.395, BMU_InterlockInitialized, 0
0.44, VoltageCellMuxSelect, 8
0.44, VoltageCell25, 3.9043
0.44, VoltageCell26, 3.8667000000000002
0.44, VoltageCell27, 3.8674000000000004
0.44, AdjustedVoltageCellMuxSelect, 8
0.44, AdjustedVoltageCell25, 3.9042000000000003
0.44, AdjustedVoltageCell26, 3.8666
0.44, AdjustedVoltageCell27, 3.8666
0.44, BrakeTempRear, -36.48000000000002
0.44, BrakeTempRearAccuracy, 1
0.44, BrakeTempRear, 223.11
0.44, BrakeTempRearAccuracy, 0
0.44, VoltageBusHV, 0.0
0.44, VoltageCellMax, 4.0958000000000006
0.44, VoltageCellMin, 3.8549
0.44, CurrentBusHV, 0.0
0.44, AMS_PackVoltage, 546.88
0.44, AMS_PackVoltage, 35.84
0.44, AMS_PackVoltage, 35.89
0.44, VCU_wheelSpeed_RL, 0.0
0.44, VCU_wheelSpeed_RR, 0.0
0.44, RLSpeedKPH, 0.0
0.44, RRSpeedKPH, 0.0
0.44, FLSpeedKPH, 0.0
0.44, FRSpeedKPH, 0.0
0.44, TCTorqueMax, 3.392
0.44, TCLeftSlip, -0.999
0.44, TCRightSlip, -0.999
0.44, TCTorqueAdjustment, 0.0
0.44, StateBatteryChargeHV, 98.80000000000001
0.44, StateBatteryHealthHV, 0.0
0.44, StateBatteryPowerHV, 331.90000000000003
0.44, TempCellMax, 156.0
0.44, TempCellMin, 55.0
0.44, StateBMS, Wait_System_Up
0.44, HighestTempThermistor, 0
0.44, TempChannelMuxSelect, 8
0.44, TempChannel25, 0.0
0.44, TempChannel26, 0.0
0.44, TempChannel27, 0.0
0.44, TempChannelMuxSelect, 0
0.44, TempChannel01, 542.71
0.44, TempChannel02, 555.35
0.44, TempChannel03, -97.45
0.477, TempChannelMuxSelect, 1
0.477, TempChannel04, 509.33000000000004
0.477, TempChannel05, 555.35
0.477, TempChannel06, -97.45
0.477, TempChannelMuxSelect, 2
0.477, TempChannel07, -89.71
0.477, TempChannel08, -100.0
0.477, TempChannel09, -100.0
0.477, TempChannelMuxSelect, 3
0.477, TempChannel10, 38.28999999999999
0.477, TempChannel11, -100.0
0.477, TempChannel12, -100.0
0.477, TempChannelMuxSelect, 5
0.477, TempChannel16, -99.85
0.477, TempChannel17, -100.0
0.477, TempChannel18, -100.0
0.477, TempChannelMuxSelect, 7
0.477, TempChannel22, -99.9
0.477, TempChannel23, -100.0
0.477, TempChannel24, -100.0
0.49, VCU_wheelSpeed_RL, 0.0
0.49, VCU_wheelSpeed_RR, 0.0
0.49, VoltageCellMuxSelect, 9
0.49, VoltageCell28, 3.9916
0.49, VoltageCell29, 3.9629000000000003
0.49, VoltageCell30, 3.9617
0.49, RLSpeedKPH, 0.0
0.49, RRSpeedKPH, 0.0
0.49, FLSpeedKPH, 0.0
0.49, FRSpeedKPH, 0.0
0.49, AdjustedVoltageCellMuxSelect, 9
0.49, AdjustedVoltageCell28, 3.9922
0.49, AdjustedVoltageCell29, 3.9629000000000003
0.49, AdjustedVoltageCell30, 3.9617
0.49, AdjustedVoltageCellMuxSelect, 0
0.49, AdjustedVoltageCell01, 6.4256
0.49, AdjustedVoltageCell02, 6.5535000000000005
0.49, AdjustedVoltageCell03, 0.025500000000000002
0.49, TCTorqueMax, 3.392
0.49, TCLeftSlip, -0.999
0.49, TCRightSlip, -0.999
0.49, TCTorqueAdjustment, 0.0
0.49, TCTorqueMax, 0.005
0.49, TCLeftSlip, 0.0
0.49, TCRightSlip, 0.0
0.49, TCTorqueAdjustment, 0.0
0.49, TempChannelMuxSelect, 9
0.49, TempChannel28, 20.5
0.49, TempChannel29, 20.49000000000001
0.49, TempChannel30, 20.409999999999997
0.49, ChannelCurrentRadiator, 0.187
0.49, ChannelCurrentAccFan, 0.187
0.49, ChannelCurrentPump1, 0.0
0.49, ChannelCurrentPump2, 0.201
0.49, ChannelCurrentAUX1, 0.0
0.49, ChannelCurrentAUX2, 0.201
0.49, ChannelCurrentAUX3, 0.0
0.49, ChannelCurrentAUX4, 0.214
0.493, ChannelCurrentBMU, 0.483
0.493, ChannelCurrentCDU, 0.375
0.493, ChannelCurrentTCU, 0.34900000000000003
0.493, ChannelCurrentWSB, 0.778
0.493, ChannelCurrentBrakeLight, 0.0
0.493, ChannelCurrentInverter, 0.0
0.493, ChannelCurrentBrakeLight, 2.823
0.493, ChannelCurrentInverter, 0.0
0.493, ChannelCurrentBrakeLight, 0.256
0.493, ChannelCurrentInverter, 65.535
0.493, ChannelCurrentBrakeLight, 0.261
0.493, ChannelCurrentInverter, 0.0
0.493, VCU_wheelSpeed_RL, 0.0
0.493, VCU_wheelSpeed_RR, 0.0
0.493, RLSpeedKPH, 0.0
0.493, RRSpeedKPH, 0.0
0.493, FLSpeedKPH, 0.0
0.493, FRSpeedKPH, 0.0
0.493, TCTorqueMax, 3.392
0.493, TCLeftSlip, -0.999
0.493, TCRightSlip, -0.999
0.493, TCTorqueAdjustment, 0.0
0.493, TCTorqueMax, 0.512
0.493, TCLeftSlip, -0.009000000000000001
0.493, TCRightSlip, -0.003
0.493, TCTorqueAdjustment, 0.0
0.493, TCTorqueMax, 1.537
0.493, TCLeftSlip, 0.0
0.493, TCRightSlip, 0.0
0.493, TCTorqueAdjustment, 0.0
0.493, TCTorqueMax, 1.538
0.493, TCLeftSlip, -0.123
0.493, TCRightSlip, -0.003
0.493, TCTorqueAdjustment, 0.0
0.54, TCTorqueMax, 1.539
0.54, TCLeftSlip, 0.03
0.54, TCRightSlip, 0.0
0.54, TCTorqueAdjustment, 0.0
0.54, TCTorqueMax, 0.517
0.54, TCLeftSlip, 0.0
0.54, TCRightSlip, 0.0
0.54, TCTorqueAdjustment, 0.0
0.54, ThrottlePercent, 0
0.54, BrakePercent, 0
0.54, FrontBrakePressure, 10
0.54, SteeringAngle, -81
0.54, BrakeWhileThrottle, 0
0.543, ThrottlePercent, 7
0.543, BrakePercent, 12
0.543, FrontBrakePressure, 0
0.543, SteeringAngle, 0
0.543, BrakeWhileThrottle, 0
0.543, BMU_checkFailed, BSPD_FAILED
0.543, BMU_InterlockInitialized, 0
0.543, VoltageCellMuxSelect, 10
0.543, VoltageCell31, 3.8953
0.543, VoltageCell32, 3.8633
0.543, VoltageCell33, 3.867
0.543, AdjustedVoltageCellMuxSelect, 10
0.543, AdjustedVoltageCell31, 3.8949000000000003
0.543, AdjustedVoltageCell32, 3.8632
0.543, AdjustedVoltageCell33, 3.8669000000000002
0.543, TempChannelMuxSelect, 10
